DATE,HOUR,SKILL,CALLS,Average QUEUE WAIT TIME,SERVICE LEVEL (%rec),Average AFTER CALL WORK TIME,Average HANDLE TIME,ABANDONED count
2025/05/01,00:00,Early Returns - Voice,1,00:00:01.733,100.00%,00:02:07,00:05:51,0
2025/05/01,00:00,In Transit - Voice,2,00:00:01.429,100.00%,00:01:53,00:10:23,0
2025/05/01,00:00,Pre-Transit_Cancellations - Voice,1,00:00:01.973,100.00%,00:00:32,00:07:34,0
2025/05/01,02:00,In Transit - Voice,1,00:00:01.407,100.00%,00:01:54,00:02:07,0
2025/05/01,02:00,Pre Transit - Voice,1,00:00:01.412,100.00%,00:01:54,00:03:59,0
2025/05/01,02:00,Pre-Transit_Cancellations - Voice,1,00:00:01.960,100.00%,00:01:58,00:10:06,0
2025/05/01,03:00,In Transit - Voice,2,00:00:01.321,100.00%,00:02:28,00:04:38,0
2025/05/01,05:00,In Transit - Voice,1,00:00:01.416,100.00%,00:01:57,00:04:43,0
2025/05/01,05:00,Pre-Transit_Cancellations - Voice,1,00:00:01.998,100.00%,00:03:25,00:13:42,0
2025/05/01,06:00,In Transit - Voice,1,00:00:01.438,100.00%,,00:15:25,0
2025/05/01,07:00,Early Returns - Voice,2,00:00:01.664,100.00%,00:01:27,00:07:32,0
2025/05/01,07:00,In Transit - Voice,3,00:00:01.309,100.00%,00:01:57,00:16:48,0
2025/05/01,07:00,Pre-Transit_Cancellations - Voice,2,00:00:01.913,100.00%,00:01:12,00:10:43,0
2025/05/01,08:00,Delivered - Voice,5,00:00:01.434,100.00%,00:03:40,00:13:56,0
2025/05/01,08:00,Early Returns - Voice,2,00:00:01.730,100.00%,00:02:25,00:11:59,0
2025/05/01,08:00,EOT Delivered - Voice,1,00:00:01.499,100.00%,00:01:44,00:16:18,0
2025/05/01,08:00,In Transit - Voice,10,00:00:01.305,100.00%,00:01:38,00:12:29,0
2025/05/01,08:00,Pre Transit - Voice,1,00:00:01.450,100.00%,00:01:38,00:07:38,0
2025/05/01,08:00,Pre-Transit_Cancellations - Voice,4,00:00:01.964,100.00%,00:01:58,00:07:45,0
2025/05/01,09:00,Delivered - Voice,6,00:00:01.443,100.00%,00:01:58,00:15:01,0
2025/05/01,09:00,Early Returns - Voice,8,00:00:07.402,100.00%,00:01:25,00:12:41,0
2025/05/01,09:00,EOT Delivered - Voice,4,00:00:01.489,100.00%,00:01:53,00:21:47,0
2025/05/01,09:00,In Transit - Voice,16,00:00:04.055,100.00%,00:02:03,00:10:52,0
2025/05/01,09:00,Pre Transit - Voice,6,00:00:01.421,100.00%,00:01:21,00:08:28,0
2025/05/01,09:00,Pre-Transit_Cancellations - Voice,10,00:00:01.983,100.00%,00:02:34,00:12:00,0
2025/05/01,10:00,Delivered - Voice,6,00:00:21.600,100.00%,00:01:21,00:17:27,0
2025/05/01,10:00,Early Returns - Voice,14,00:00:05.563,100.00%,00:01:34,00:15:58,0
2025/05/01,10:00,EOT Delivered - Voice,3,00:00:01.510,100.00%,00:00:37,00:10:53,0
2025/05/01,10:00,In Transit - Voice,17,00:00:13.524,94.12%,00:01:41,00:10:34,0
2025/05/01,10:00,Pre Transit - Voice,4,00:00:01.381,100.00%,00:01:13,00:04:52,0
2025/05/01,10:00,Pre-Transit_Cancellations - Voice,10,00:00:35.557,88.89%,00:01:32,00:08:17,0
2025/05/01,11:00,Delivered - Voice,24,00:05:46.996,47.06%,00:01:58,00:13:28,3
2025/05/01,11:00,Early Returns - Voice,15,00:02:39.235,53.85%,00:01:47,00:15:57,0
2025/05/01,11:00,EOT Delivered - Voice,9,00:06:34.179,42.86%,00:01:31,00:12:05,1
2025/05/01,11:00,In Transit - Voice,14,00:01:39.281,69.23%,00:01:37,00:17:23,1
2025/05/01,11:00,Pre Transit - Voice,4,00:03:48.784,0.00%,00:00:37,00:07:02,1
2025/05/01,11:00,Pre-Transit_Cancellations - Voice,19,00:05:19.541,46.67%,00:01:34,00:10:31,2
2025/05/01,12:00,Delivered - Voice,16,00:00:44.043,87.50%,00:01:44,00:17:01,1
2025/05/01,12:00,Early Returns - Voice,20,00:01:18.115,73.68%,00:01:53,00:15:27,1
2025/05/01,12:00,EOT Delivered - Voice,2,00:04:13.684,50.00%,00:00:33,00:13:11,0
2025/05/01,12:00,In Transit - Voice,13,00:01:20.009,61.54%,00:02:05,00:13:01,3
2025/05/01,12:00,Pre Transit - Voice,4,00:05:17.229,50.00%,00:01:40,00:08:00,1
2025/05/01,12:00,Pre-Transit_Cancellations - Voice,15,00:12:39.676,75.00%,00:00:58,00:08:41,1
2025/05/01,13:00,Delivered - Voice,16,00:15:35.082,57.14%,00:01:33,00:08:52,0
2025/05/01,13:00,Early Returns - Voice,23,00:06:39.605,50.00%,00:01:42,00:11:27,2
2025/05/01,13:00,EOT Delivered - Voice,7,00:06:46.951,16.67%,00:02:19,00:23:16,1
2025/05/01,13:00,In Transit - Voice,30,00:10:55.396,13.64%,00:02:00,00:12:07,6
2025/05/01,13:00,Pre Transit - Voice,5,00:31:27.393,25.00%,00:01:04,00:08:53,1
2025/05/01,13:00,Pre-Transit_Cancellations - Voice,21,00:35:57.348,33.33%,00:02:00,00:08:16,6
2025/05/01,14:00,Delivered - Voice,34,00:12:08.712,40.00%,00:01:32,00:11:01,6
2025/05/01,14:00,Early Returns - Voice,29,00:09:15.779,29.41%,00:01:58,00:14:23,3
2025/05/01,14:00,EOT Delivered - Voice,21,00:10:41.153,21.43%,00:02:18,00:14:26,5
2025/05/01,14:00,In Transit - Voice,38,00:13:02.786,10.00%,00:01:45,00:11:04,10
2025/05/01,14:00,Pre Transit - Voice,5,00:05:55.305,0.00%,00:01:09,00:11:17,3
2025/05/01,14:00,Pre-Transit_Cancellations - Voice,7,00:20:37.476,0.00%,00:02:01,00:04:50,3
2025/05/01,15:00,Delivered - Voice,11,00:04:35.100,75.00%,00:01:22,00:14:27,0
2025/05/01,15:00,Early Returns - Voice,13,00:02:00.144,66.67%,00:02:16,00:19:31,0
2025/05/01,15:00,EOT Delivered - Voice,7,00:04:29.964,75.00%,00:01:30,00:06:47,0
2025/05/01,15:00,In Transit - Voice,22,00:04:30.422,42.11%,00:02:33,00:17:36,4
2025/05/01,15:00,Pre Transit - Voice,5,00:10:08.270,75.00%,00:01:27,00:09:06,0
2025/05/01,15:00,Pre-Transit_Cancellations - Voice,12,00:11:23.535,40.00%,00:01:38,00:11:29,1
2025/05/01,16:00,Delivered - Voice,11,00:00:46.937,90.00%,00:02:00,00:19:05,0
2025/05/01,16:00,Early Returns - Voice,28,00:00:42.027,92.00%,00:01:51,00:19:38,1
2025/05/01,16:00,EOT Delivered - Voice,1,00:00:01.537,100.00%,00:01:38,00:10:00,0
2025/05/01,16:00,In Transit - Voice,11,00:00:33.190,81.82%,00:02:03,00:12:41,1
2025/05/01,16:00,Pre Transit - Voice,6,00:01:57.080,33.33%,00:00:45,00:06:20,0
2025/05/01,16:00,Pre-Transit_Cancellations - Voice,15,00:00:23.086,100.00%,00:01:46,00:09:54,0
2025/05/01,17:00,Delivered - Voice,14,00:00:43.940,76.92%,00:01:45,00:17:55,1
2025/05/01,17:00,Early Returns - Voice,18,00:00:55.266,93.33%,00:01:18,00:12:37,1
2025/05/01,17:00,EOT Delivered - Voice,9,00:00:52.976,100.00%,00:01:38,00:16:56,0
2025/05/01,17:00,In Transit - Voice,18,00:00:52.022,83.33%,00:01:44,00:12:55,1
2025/05/01,17:00,Pre Transit - Voice,1,00:01:32.298,100.00%,00:03:19,00:28:23,0
2025/05/01,17:00,Pre-Transit_Cancellations - Voice,10,00:01:01.946,87.50%,00:01:50,00:08:28,0
2025/05/01,18:00,Delivered - Voice,13,00:01:55.024,62.50%,00:01:47,00:31:07,0
2025/05/01,18:00,Early Returns - Voice,19,00:02:36.316,66.67%,00:01:49,00:17:22,2
2025/05/01,18:00,EOT Delivered - Voice,4,00:03:08.911,25.00%,00:02:00,00:07:20,0
2025/05/01,18:00,In Transit - Voice,17,00:01:25.816,64.71%,00:01:34,00:07:26,2
2025/05/01,18:00,Pre Transit - Voice,2,00:02:40.568,0.00%,00:02:21,00:15:19,0
2025/05/01,18:00,Pre-Transit_Cancellations - Voice,18,00:03:09.106,61.54%,00:02:13,00:09:30,1
2025/05/01,19:00,Delivered - Voice,7,00:02:58.766,80.00%,00:01:57,00:15:58,0
2025/05/01,19:00,Early Returns - Voice,13,00:11:08.326,40.00%,00:02:02,00:14:15,1
2025/05/01,19:00,EOT Delivered - Voice,7,00:04:26.216,75.00%,00:01:37,00:14:50,0
2025/05/01,19:00,In Transit - Voice,26,00:06:25.944,9.52%,00:01:54,00:09:33,9
2025/05/01,19:00,Pre Transit - Voice,3,00:09:48.601,0.00%,00:01:54,00:04:39,2
2025/05/01,19:00,Pre-Transit_Cancellations - Voice,10,00:16:19.124,50.00%,00:02:09,00:06:28,1
2025/05/01,20:00,Delivered - Voice,5,00:06:53.741,0.00%,00:01:34,00:16:00,1
2025/05/01,20:00,Early Returns - Voice,9,00:05:27.228,40.00%,00:01:59,00:27:14,0
2025/05/01,20:00,EOT Delivered - Voice,1,00:00:02.287,,,,0
2025/05/01,20:00,In Transit - Voice,9,00:05:23.171,11.11%,00:01:48,00:12:26,1
2025/05/01,20:00,Pre Transit - Voice,9,00:07:37.411,16.67%,00:01:29,00:08:46,1
2025/05/01,20:00,Pre-Transit_Cancellations - Voice,17,00:06:12.520,50.00%,00:02:51,00:09:42,2
2025/05/01,21:00,Delivered - Voice,3,00:01:16.890,66.67%,00:01:38,00:17:13,0
2025/05/01,21:00,Early Returns - Voice,9,00:02:57.792,71.43%,00:01:58,00:14:39,1
