DATE,HOUR,SKILL,CALLS,Average QUEUE WAIT TIME,SERVICE LEVEL (%rec),Average AFTER CALL WORK TIME,Average HANDLE TIME,ABANDONED count
2025/03/24,00:00,Pre-Transit_Cancellations - Voice,5,00:00:01.642,100.00%,00:01:13,00:07:16,0
2025/03/24,08:00,Delivered - Voice,2,00:00:08.786,100.00%,00:01:46,00:09:30,0
2025/03/24,08:00,Early Returns - Voice,10,00:00:14.432,90.00%,00:01:25,00:17:09,0
2025/03/24,08:00,EOT Delivered - Voice,3,00:01:11.374,100.00%,00:00:47,00:29:12,0
2025/03/24,08:00,In Transit - Voice,5,00:00:46.547,80.00%,00:02:12,00:13:23,0
2025/03/24,08:00,Pre Transit - Voice,1,00:00:01.389,100.00%,00:00:47,00:09:19,0
2025/03/24,08:00,Pre-Transit_Cancellations - Voice,3,00:01:37.667,66.67%,00:02:14,00:21:42,0
2025/03/24,09:00,Delivered - Voice,9,00:00:01.215,100.00%,00:01:23,00:15:17,0
2025/03/24,09:00,Early Returns - Voice,15,00:00:09.915,100.00%,00:02:08,00:18:48,0
2025/03/24,09:00,In Transit - Voice,16,00:00:01.355,100.00%,00:02:35,00:14:21,0
2025/03/24,09:00,Pre Transit - Voice,2,00:00:01.391,100.00%,00:01:50,00:05:40,0
2025/03/24,09:00,Pre-Transit_Cancellations - Voice,3,00:00:01.484,100.00%,00:02:38,00:10:17,0
2025/03/24,10:00,Delivered - Voice,17,00:02:42.255,69.23%,00:01:51,00:15:06,0
2025/03/24,10:00,Early Returns - Voice,31,00:02:07.334,58.62%,00:01:50,00:16:24,0
2025/03/24,10:00,EOT Delivered - Voice,3,00:00:37.510,66.67%,00:01:32,00:09:28,0
2025/03/24,10:00,In Transit - Voice,13,00:03:04.770,38.46%,00:02:16,00:14:13,3
2025/03/24,10:00,Pre Transit - Voice,6,00:02:30.962,80.00%,00:01:46,00:11:05,0
2025/03/24,10:00,Pre-Transit_Cancellations - Voice,3,00:00:28.647,100.00%,00:02:13,00:06:46,0
2025/03/24,11:00,Delivered - Voice,15,00:00:14.499,93.33%,00:02:04,00:11:54,0
2025/03/24,11:00,Early Returns - Voice,26,00:00:49.385,90.91%,00:02:17,00:11:53,0
2025/03/24,11:00,EOT Delivered - Voice,4,00:00:57.657,75.00%,00:00:26,00:05:17,0
2025/03/24,11:00,In Transit - Voice,13,00:01:07.463,90.91%,00:02:03,00:17:48,0
2025/03/24,11:00,Pre Transit - Voice,4,00:00:26.834,100.00%,00:02:02,00:09:42,0
2025/03/24,11:00,Pre-Transit_Cancellations - Voice,6,00:01:17.842,60.00%,00:01:27,00:08:13,0
2025/03/24,12:00,Delivered - Voice,22,00:01:32.764,76.47%,00:02:56,00:15:55,0
2025/03/24,12:00,Early Returns - Voice,25,00:01:33.071,80.00%,00:02:10,00:16:35,1
