DATE,HOUR,SKILL,CALLS,Average QUEUE WAIT TIME,SERVICE LEVEL (%rec),Average AFTER CALL WORK TIME,Average HANDLE TIME,ABANDONED count
2025/05/02,03:00,Inbound Sales - Voice,1,00:00:02.930,100.00%,00:00:32,00:01:06,0
2025/05/02,04:00,Inbound Sales - Voice,1,00:00:34.104,100.00%,00:02:06,00:22:33,0
2025/05/02,08:00,Inbound Sales - Voice,10,00:00:37.032,87.50%,00:01:30,00:10:12,0
2025/05/02,09:00,Inbound Sales - Voice,15,00:01:01.136,84.62%,00:01:06,00:15:56,0
2025/05/02,10:00,Inbound Sales - Voice,28,00:02:14.111,63.16%,00:01:28,00:12:41,3
2025/05/02,11:00,Inbound Sales - Voice,33,00:04:13.215,40.00%,00:01:33,00:15:05,2
2025/05/02,12:00,Inbound Sales - Voice,19,00:03:42.173,30.77%,00:01:33,00:15:04,0
2025/05/02,13:00,Inbound Sales - Voice,26,00:05:51.366,36.84%,00:01:46,00:12:25,1
2025/05/02,14:00,Inbound Sales - Voice,44,00:03:26.593,35.48%,00:01:47,00:13:54,4
2025/05/02,15:00,Inbound Sales - Voice,21,00:01:21.277,77.78%,00:01:16,00:16:45,2
2025/05/02,16:00,Inbound Sales - Voice,24,00:00:35.666,86.96%,00:02:08,00:12:28,0
2025/05/02,17:00,Inbound Sales - Voice,22,00:01:08.438,72.22%,00:01:48,00:11:24,1
2025/05/02,18:00,Inbound Sales - Voice,15,00:01:55.652,66.67%,00:01:57,00:14:39,1
2025/05/02,19:00,Inbound Sales - Voice,16,00:01:13.463,86.67%,00:01:18,00:12:42,0
2025/05/02,20:00,Inbound Sales - Voice,17,00:01:15.322,66.67%,00:01:40,00:18:53,1
2025/05/02,21:00,Inbound Sales - Voice,11,00:00:01.574,100.00%,00:03:39,00:15:24,0
2025/05/02,22:00,Inbound Sales - Voice,4,00:00:01.500,100.00%,00:02:30,00:16:49,0
2025/05/02,23:00,Inbound Sales - Voice,4,00:00:01.589,100.00%,00:01:06,00:08:58,0
