DATE,HOUR,SKILL,CALLS,Average QUEUE WAIT TIME,SERVICE LEVEL (%rec),Average AFTER CALL WORK TIME,Average HANDLE TIME,ABANDONED count
2025/03/31,00:00,Inbound Sales - Voice,1,00:00:00.437,100.00%,00:00:51,00:03:36,0
2025/03/31,07:00,Inbound Sales - Voice,1,00:00:01.562,100.00%,00:01:25,00:13:11,0
2025/03/31,08:00,Inbound Sales - Voice,6,00:00:07.216,83.33%,00:01:15,00:13:21,0
2025/03/31,09:00,Inbound Sales - Voice,10,00:00:02.599,90.00%,00:00:59,00:09:41,1
2025/03/31,10:00,Inbound Sales - Voice,11,00:00:01.104,100.00%,00:01:17,00:10:14,0
2025/03/31,11:00,Inbound Sales - Voice,33,00:03:23.462,34.78%,00:01:32,00:09:36,2
2025/03/31,12:00,Inbound Sales - Voice,19,00:02:45.238,42.86%,00:01:40,00:08:36,1
2025/03/31,13:00,Inbound Sales - Voice,26,00:00:41.485,56.52%,00:01:19,00:13:54,1
2025/03/31,14:00,Inbound Sales - Voice,15,00:00:11.023,93.33%,00:01:32,00:09:51,0
2025/03/31,15:00,Inbound Sales - Voice,25,00:00:20.730,76.00%,00:01:07,00:10:29,0
2025/03/31,16:00,Inbound Sales - Voice,21,00:00:02.748,100.00%,00:01:44,00:08:51,0
2025/03/31,17:00,Inbound Sales - Voice,15,00:00:18.543,73.33%,00:01:23,00:10:03,1
2025/03/31,18:00,Inbound Sales - Voice,25,00:00:58.510,50.00%,00:01:34,00:09:25,2
2025/03/31,19:00,Inbound Sales - Voice,25,00:01:40.296,42.11%,00:01:45,00:12:54,1
2025/03/31,20:00,Inbound Sales - Voice,20,00:00:30.866,78.95%,00:01:35,00:08:28,1
2025/03/31,21:00,Inbound Sales - Voice,9,00:00:10.053,100.00%,00:00:55,00:06:09,0
2025/03/31,22:00,Inbound Sales - Voice,8,00:00:15.520,87.50%,00:01:23,00:19:56,0
2025/03/31,23:00,Inbound Sales - Voice,1,00:00:01.564,100.00%,00:02:24,00:16:28,0
