DATE,HOUR,SKILL,CALLS,Average QUEUE WAIT TIME,SERVICE LEVEL (%rec),Average AFTER CALL WORK TIME,Average HANDLE TIME,ABANDONED count
2025/03/18,00:00,Inbound Sales - Voice,4,00:01:26.065,50.00%,00:00:20,00:21:02,2
2025/03/18,08:00,Inbound Sales - Voice,1,00:00:01.590,100.00%,00:00:54,00:52:30,0
2025/03/18,09:00,Inbound Sales - Voice,6,00:00:01.536,100.00%,00:02:38,00:10:50,0
2025/03/18,10:00,Inbound Sales - Voice,15,00:00:01.570,100.00%,00:01:23,00:08:56,0
2025/03/18,11:00,Inbound Sales - Voice,21,00:00:47.962,55.00%,00:01:58,00:06:58,1
2025/03/18,12:00,Inbound Sales - Voice,17,00:01:08.143,53.33%,00:01:53,00:11:04,2
2025/03/18,13:00,Inbound Sales - Voice,22,00:00:59.532,66.67%,00:02:30,00:09:44,1
2025/03/18,14:00,Inbound Sales - Voice,14,00:00:30.107,76.92%,00:01:54,00:09:21,0
2025/03/18,15:00,Inbound Sales - Voice,20,00:00:01.607,100.00%,00:03:36,00:16:33,0
2025/03/18,16:00,Inbound Sales - Voice,22,00:00:01.656,100.00%,00:01:32,00:11:43,0
2025/03/18,17:00,Inbound Sales - Voice,27,00:00:12.535,92.31%,00:01:26,00:09:10,0
2025/03/18,18:00,Inbound Sales - Voice,14,00:00:01.662,100.00%,00:01:16,00:09:13,0
2025/03/18,19:00,Inbound Sales - Voice,12,00:00:01.531,100.00%,00:01:17,00:13:10,0
2025/03/18,20:00,Inbound Sales - Voice,13,00:00:01.578,100.00%,00:02:15,00:08:10,0
2025/03/18,21:00,Inbound Sales - Voice,10,00:00:01.687,100.00%,00:02:14,00:19:44,0
2025/03/18,22:00,Inbound Sales - Voice,5,00:00:01.519,100.00%,00:01:47,00:09:18,0
