DATE,HOUR,SKILL,CALLS,Average QUEUE WAIT TIME,SERVICE LEVEL (%rec),Average AFTER CALL WORK TIME,Average HANDLE TIME,ABANDONED count
2025/04/04,00:00,Inbound Sales - Voice,2,00:00:00.988,100.00%,00:01:04,00:09:23,0
2025/04/04,01:00,Inbound Sales - Voice,1,00:00:01.541,100.00%,00:03:08,00:29:04,0
2025/04/04,07:00,Inbound Sales - Voice,1,00:00:00.414,100.00%,00:02:15,00:05:59,0
2025/04/04,08:00,Inbound Sales - Voice,3,00:01:46.921,0.00%,00:03:34,00:19:09,0
2025/04/04,09:00,Inbound Sales - Voice,12,00:00:01.636,100.00%,00:02:02,00:14:19,0
2025/04/04,10:00,Inbound Sales - Voice,15,00:00:23.490,85.71%,00:01:54,00:15:08,0
2025/04/04,11:00,Inbound Sales - Voice,23,00:01:21.244,44.44%,00:02:22,00:11:09,2
2025/04/04,12:00,Inbound Sales - Voice,36,00:01:53.370,22.22%,00:02:05,00:12:20,4
2025/04/04,13:00,Inbound Sales - Voice,22,00:01:51.705,31.58%,00:02:28,00:14:30,1
2025/04/04,14:00,Inbound Sales - Voice,14,00:00:32.435,69.23%,00:01:53,00:12:49,0
2025/04/04,15:00,Inbound Sales - Voice,26,00:01:01.856,72.73%,00:02:09,00:09:57,0
2025/04/04,16:00,Inbound Sales - Voice,15,00:00:05.277,93.33%,00:01:45,00:15:28,0
2025/04/04,17:00,Inbound Sales - Voice,8,00:00:01.545,100.00%,00:02:25,00:11:48,0
2025/04/04,18:00,Inbound Sales - Voice,17,00:00:55.457,60.00%,00:01:37,00:15:24,0
2025/04/04,19:00,Inbound Sales - Voice,7,00:00:01.525,100.00%,00:03:31,00:20:34,0
2025/04/04,20:00,Inbound Sales - Voice,10,00:00:45.522,55.56%,00:02:15,00:13:44,0
2025/04/04,21:00,Inbound Sales - Voice,8,00:00:01.539,100.00%,00:02:12,00:23:53,0
2025/04/04,22:00,Inbound Sales - Voice,7,00:02:02.293,57.14%,00:00:56,00:08:15,0
2025/04/04,23:00,Inbound Sales - Voice,3,00:00:01.545,100.00%,00:00:59,00:29:21,0
